hf_id,hf_name,indicator,iqr,sd,ttt
JbQ8jTRVZ0t,Betaso Health Post,mcv1,0.0,0.0,1.0
JbQ8jTRVZ0t,Betaso Health Post,full_vacc,0.0,0.0,1.0
QocM9qvwjgs,Abagunda Health Post,mcv1,0.0,0.0,2.0
QocM9qvwjgs,Abagunda Health Post,full_vacc,0.0,0.0,2.0
NkTIJ22CJNL,Shaga Mariam Health Post,bcg,0.0,0.0,1.0
NkTIJ22CJNL,Shaga Mariam Health Post,penta1,1.0,1.0,1.0
NkTIJ22CJNL,Shaga Mariam Health Post,rota2,1.0,1.0,1.0
fZDFVUFkV6W,Adis Betechrstian Health Center,mcv1,0.0,0.0,1.0
fZDFVUFkV6W,Adis Betechrstian Health Center,rota2,0.0,0.0,1.0
fZDFVUFkV6W,Adis Betechrstian Health Center,full_vacc,0.0,0.0,1.0
LW2oGqzSSGg,Yegodena Health Post,bcg,1.0,1.0,1.0
LW2oGqzSSGg,Yegodena Health Post,ipv,1.0,1.0,1.0
LW2oGqzSSGg,Yegodena Health Post,penta1,1.0,1.0,1.0
LW2oGqzSSGg,Yegodena Health Post,penta3,1.0,1.0,1.0
LW2oGqzSSGg,Yegodena Health Post,mcv1,1.0,1.0,1.0
LW2oGqzSSGg,Yegodena Health Post,rota2,1.0,1.0,1.0
LW2oGqzSSGg,Yegodena Health Post,full_vacc,1.0,1.0,1.0
lNpix4p5bI5,Dajole Health Post,bcg,1.0,1.0,1.0
lNpix4p5bI5,Dajole Health Post,ipv,1.0,1.0,1.0
lNpix4p5bI5,Dajole Health Post,penta1,1.0,1.0,1.0
lNpix4p5bI5,Dajole Health Post,penta3,1.0,1.0,1.0
lNpix4p5bI5,Dajole Health Post,mcv1,1.0,1.0,1.0
lNpix4p5bI5,Dajole Health Post,rota2,2.0,1.0,1.0
lNpix4p5bI5,Dajole Health Post,full_vacc,1.0,1.0,1.0
Zc5L1KthD0Y,Wena Health Post,penta1,0.0,0.0,1.0
Zc5L1KthD0Y,Wena Health Post,mcv1,0.0,0.0,1.0
Zc5L1KthD0Y,Wena Health Post,full_vacc,0.0,0.0,1.0
fVddIW983C2,Embuli Tesas Dar Health Post,bcg,0.0,0.0,1.0
fVddIW983C2,Embuli Tesas Dar Health Post,ipv,0.0,0.0,1.0
fVddIW983C2,Embuli Tesas Dar Health Post,penta1,0.0,0.0,1.0
fVddIW983C2,Embuli Tesas Dar Health Post,penta3,0.0,0.0,1.0
fVddIW983C2,Embuli Tesas Dar Health Post,mcv1,0.0,0.0,1.0
fVddIW983C2,Embuli Tesas Dar Health Post,rota2,0.0,0.0,1.0
fVddIW983C2,Embuli Tesas Dar Health Post,full_vacc,0.0,0.0,1.0
GIrO4Vy5AU8,Shumabo Health Center,bcg,2.0,1.0,1.0
RiT7FO7kSl5,Gan Arada Health Post,bcg,1.0,1.0,1.0
RiT7FO7kSl5,Gan Arada Health Post,ipv,0.0,0.0,1.0
RiT7FO7kSl5,Gan Arada Health Post,penta1,1.0,1.0,2.0
RiT7FO7kSl5,Gan Arada Health Post,penta3,0.0,0.0,1.0
RiT7FO7kSl5,Gan Arada Health Post,mcv1,0.0,0.0,1.0
RiT7FO7kSl5,Gan Arada Health Post,rota2,0.0,1.0,1.0
RiT7FO7kSl5,Gan Arada Health Post,full_vacc,0.0,0.0,1.0
vMUSFPauGSC,Dumri Health Post,bcg,1.0,0.0,1.0
vMUSFPauGSC,Dumri Health Post,ipv,1.0,1.0,1.0
vMUSFPauGSC,Dumri Health Post,penta1,1.0,0.0,1.0
vMUSFPauGSC,Dumri Health Post,penta3,0.0,0.0,1.0
vMUSFPauGSC,Dumri Health Post,rota2,1.0,0.0,1.0
j5nO5nlatXJ,Tork Health Post,bcg,1.0,1.0,1.0
j5nO5nlatXJ,Tork Health Post,ipv,1.0,1.0,1.0
j5nO5nlatXJ,Tork Health Post,penta1,2.0,1.0,2.0
j5nO5nlatXJ,Tork Health Post,penta3,1.0,1.0,1.0
j5nO5nlatXJ,Tork Health Post,mcv1,1.0,1.0,1.0
j5nO5nlatXJ,Tork Health Post,rota2,2.0,1.0,1.0
j5nO5nlatXJ,Tork Health Post,full_vacc,1.0,1.0,1.0
dcW8T3pnHxs,Debereselam Health Post,ipv,0.0,0.0,1.0
dcW8T3pnHxs,Debereselam Health Post,penta3,0.0,0.0,1.0
dcW8T3pnHxs,Debereselam Health Post,mcv1,1.0,1.0,1.0
dcW8T3pnHxs,Debereselam Health Post,full_vacc,1.0,1.0,1.0
oRBTqMUf1kq,Washa Mikael Health Post,bcg,3.0,0.0,1.0
oRBTqMUf1kq,Washa Mikael Health Post,ipv,0.0,1.0,1.0
oRBTqMUf1kq,Washa Mikael Health Post,penta1,1.0,1.0,1.0
oRBTqMUf1kq,Washa Mikael Health Post,penta3,1.0,1.0,1.0
oRBTqMUf1kq,Washa Mikael Health Post,mcv1,0.0,0.0,1.0
oRBTqMUf1kq,Washa Mikael Health Post,rota2,1.0,1.0,1.0
oRBTqMUf1kq,Washa Mikael Health Post,full_vacc,0.0,0.0,1.0
sisU7kXBAFQ,Gohanaj  Health Post,ipv,0.0,0.0,1.0
sisU7kXBAFQ,Gohanaj  Health Post,penta1,0.0,0.0,1.0
sisU7kXBAFQ,Gohanaj  Health Post,mcv1,0.0,0.0,1.0
sisU7kXBAFQ,Gohanaj  Health Post,rota2,0.0,0.0,1.0
sisU7kXBAFQ,Gohanaj  Health Post,full_vacc,0.0,0.0,1.0
kEz9t4heVjj,Yegind Health Post,bcg,0.0,0.0,2.0
kEz9t4heVjj,Yegind Health Post,ipv,1.0,0.0,1.0
kEz9t4heVjj,Yegind Health Post,penta1,0.0,0.0,1.0
kEz9t4heVjj,Yegind Health Post,penta3,1.0,0.0,1.0
ccC8pU7Ezfs,Dibiko Health Post,bcg,2.0,1.0,1.0
ccC8pU7Ezfs,Dibiko Health Post,ipv,2.0,1.0,1.0
ccC8pU7Ezfs,Dibiko Health Post,penta1,2.0,0.0,1.0
ccC8pU7Ezfs,Dibiko Health Post,penta3,2.0,1.0,1.0
ccC8pU7Ezfs,Dibiko Health Post,rota2,1.0,0.0,1.0
UI37B1RuSHJ,Wogedet Health Post,bcg,1.0,1.0,1.0
UI37B1RuSHJ,Wogedet Health Post,ipv,3.0,1.0,1.0
UI37B1RuSHJ,Wogedet Health Post,penta1,2.0,1.0,1.0
UI37B1RuSHJ,Wogedet Health Post,penta3,1.0,1.0,1.0
UI37B1RuSHJ,Wogedet Health Post,mcv1,2.0,0.0,1.0
UI37B1RuSHJ,Wogedet Health Post,rota2,1.0,0.0,0.0
UI37B1RuSHJ,Wogedet Health Post,full_vacc,1.0,0.0,1.0
ybdi2B6xhtW,Alhuoay  Health Post,bcg,1.0,1.0,1.0
ybdi2B6xhtW,Alhuoay  Health Post,ipv,1.0,1.0,1.0
ybdi2B6xhtW,Alhuoay  Health Post,penta1,0.0,1.0,1.0
ybdi2B6xhtW,Alhuoay  Health Post,penta3,1.0,1.0,1.0
ybdi2B6xhtW,Alhuoay  Health Post,rota2,1.0,1.0,1.0
rIYIuyBpo19,Kudad Health Post,penta1,0.0,0.0,1.0
rIYIuyBpo19,Kudad Health Post,mcv1,0.0,1.0,1.0
rIYIuyBpo19,Kudad Health Post,full_vacc,0.0,1.0,1.0
JiOGIsbnvB1,Selate Health Post,ipv,0.0,0.0,1.0
JiOGIsbnvB1,Selate Health Post,penta3,0.0,0.0,1.0
JiOGIsbnvB1,Selate Health Post,mcv1,1.0,1.0,1.0
JiOGIsbnvB1,Selate Health Post,rota2,0.0,0.0,1.0
JiOGIsbnvB1,Selate Health Post,full_vacc,2.0,1.0,1.0
PeQirqAje1e,Workia Health Post,bcg,1.0,0.0,1.0
PeQirqAje1e,Workia Health Post,ipv,1.0,1.0,1.0
PeQirqAje1e,Workia Health Post,penta1,1.0,1.0,1.0
PeQirqAje1e,Workia Health Post,penta3,1.0,1.0,1.0
PeQirqAje1e,Workia Health Post,mcv1,0.0,1.0,1.0
PeQirqAje1e,Workia Health Post,rota2,1.0,1.0,1.0
PeQirqAje1e,Workia Health Post,full_vacc,1.0,0.0,1.0
dBbOo35c56J,Meneguzer Health Post,bcg,0.0,0.0,1.0
dBbOo35c56J,Meneguzer Health Post,ipv,0.0,0.0,1.0
dBbOo35c56J,Meneguzer Health Post,penta3,0.0,0.0,1.0
dBbOo35c56J,Meneguzer Health Post,mcv1,1.0,1.0,1.0
dBbOo35c56J,Meneguzer Health Post,full_vacc,1.0,1.0,1.0
lvzSlZUhaZB,Chalima Health Post,bcg,1.0,1.0,1.0
lvzSlZUhaZB,Chalima Health Post,ipv,0.0,0.0,1.0
lvzSlZUhaZB,Chalima Health Post,penta1,0.0,0.0,1.0
lvzSlZUhaZB,Chalima Health Post,penta3,0.0,0.0,1.0
lvzSlZUhaZB,Chalima Health Post,mcv1,1.0,1.0,1.0
lvzSlZUhaZB,Chalima Health Post,rota2,1.0,0.0,1.0
lvzSlZUhaZB,Chalima Health Post,full_vacc,1.0,1.0,1.0
fpPAlio7XQ6,Leget Health Post,ipv,0.0,0.0,1.0
fpPAlio7XQ6,Leget Health Post,penta1,0.0,0.0,1.0
fpPAlio7XQ6,Leget Health Post,penta3,0.0,0.0,1.0
fpPAlio7XQ6,Leget Health Post,rota2,0.0,0.0,1.0
Yfa26FgIuXG,Yifag Health Center,bcg,1.0,1.0,1.0
Yfa26FgIuXG,Yifag Health Center,ipv,1.0,1.0,1.0
Yfa26FgIuXG,Yifag Health Center,penta3,1.0,1.0,1.0
Yfa26FgIuXG,Yifag Health Center,mcv1,1.0,0.0,1.0
Yfa26FgIuXG,Yifag Health Center,full_vacc,1.0,0.0,1.0
ITxaiAIOZOM,Angolela Health Post,ipv,1.0,1.0,1.0
ITxaiAIOZOM,Angolela Health Post,penta1,0.0,0.0,1.0
ITxaiAIOZOM,Angolela Health Post,penta3,1.0,1.0,1.0
ITxaiAIOZOM,Angolela Health Post,mcv1,0.0,0.0,1.0
ITxaiAIOZOM,Angolela Health Post,rota2,1.0,1.0,1.0
ITxaiAIOZOM,Angolela Health Post,full_vacc,0.0,0.0,1.0
vm0YlBr7eXQ,Negase Amba Health Post,ipv,1.0,0.0,2.0
vm0YlBr7eXQ,Negase Amba Health Post,penta1,2.0,1.0,1.0
vm0YlBr7eXQ,Negase Amba Health Post,penta3,1.0,0.0,2.0
KgOmO70XXdY,Torka Health post,ipv,0.0,0.0,1.0
KgOmO70XXdY,Torka Health post,penta1,0.0,0.0,1.0
KgOmO70XXdY,Torka Health post,penta3,0.0,0.0,1.0
KgOmO70XXdY,Torka Health post,mcv1,1.0,1.0,1.0
KgOmO70XXdY,Torka Health post,rota2,0.0,0.0,1.0
KgOmO70XXdY,Torka Health post,full_vacc,1.0,1.0,1.0
SPx2BbsIOhV,Dabat Zuria Health Post,bcg,2.0,0.0,2.0
SPx2BbsIOhV,Dabat Zuria Health Post,ipv,0.0,1.0,1.0
SPx2BbsIOhV,Dabat Zuria Health Post,penta1,0.0,0.0,1.0
SPx2BbsIOhV,Dabat Zuria Health Post,penta3,0.0,1.0,1.0
SPx2BbsIOhV,Dabat Zuria Health Post,mcv1,0.0,1.0,1.0
SPx2BbsIOhV,Dabat Zuria Health Post,rota2,0.0,1.0,1.0
SPx2BbsIOhV,Dabat Zuria Health Post,full_vacc,0.0,1.0,1.0
PGXexfobJnO,Teneta Health Center,penta1,0.0,0.0,1.0
PGXexfobJnO,Teneta Health Center,mcv1,0.0,0.0,1.0
PGXexfobJnO,Teneta Health Center,full_vacc,0.0,0.0,1.0
Z5TkSVjTY0S,Zobel Health Center,penta1,0.0,0.0,1.0
FjrSVcn8Wb1,Burafer Health Post,ipv,0.0,0.0,1.0
FjrSVcn8Wb1,Burafer Health Post,penta1,0.0,0.0,1.0
FjrSVcn8Wb1,Burafer Health Post,penta3,0.0,0.0,1.0
rIwm6BmkAHD,Seinka Health Post,bcg,0.0,0.0,1.0
rIwm6BmkAHD,Seinka Health Post,ipv,0.0,0.0,1.0
rIwm6BmkAHD,Seinka Health Post,penta1,0.0,0.0,1.0
rIwm6BmkAHD,Seinka Health Post,penta3,0.0,0.0,1.0
rIwm6BmkAHD,Seinka Health Post,mcv1,1.0,1.0,1.0
rIwm6BmkAHD,Seinka Health Post,full_vacc,1.0,1.0,1.0
UwuWxsczFY0,Ayteter Health Post,bcg,2.0,1.0,1.0
UwuWxsczFY0,Ayteter Health Post,ipv,1.0,1.0,1.0
UwuWxsczFY0,Ayteter Health Post,penta3,1.0,1.0,1.0
UwuWxsczFY0,Ayteter Health Post,mcv1,2.0,1.0,1.0
UwuWxsczFY0,Ayteter Health Post,rota2,0.0,0.0,2.0
UwuWxsczFY0,Ayteter Health Post,full_vacc,1.0,1.0,1.0
pq0XGx5CY8x,Tedat(014) Health Post,mcv1,0.0,0.0,1.0
pq0XGx5CY8x,Tedat(014) Health Post,full_vacc,0.0,0.0,1.0
KhpTqCu7XWi,Kosero Health Post,bcg,1.0,1.0,1.0
KhpTqCu7XWi,Kosero Health Post,ipv,0.0,0.0,1.0
KhpTqCu7XWi,Kosero Health Post,penta1,1.0,1.0,1.0
KhpTqCu7XWi,Kosero Health Post,penta3,0.0,0.0,1.0
KhpTqCu7XWi,Kosero Health Post,mcv1,1.0,1.0,1.0
KhpTqCu7XWi,Kosero Health Post,rota2,0.0,0.0,1.0
KhpTqCu7XWi,Kosero Health Post,full_vacc,1.0,1.0,1.0
ccrNBlt9SVb,Ambober Wuzaba Health Post,ipv,0.0,0.0,1.0
ccrNBlt9SVb,Ambober Wuzaba Health Post,penta1,0.0,0.0,1.0
ccrNBlt9SVb,Ambober Wuzaba Health Post,penta3,0.0,0.0,1.0
ccrNBlt9SVb,Ambober Wuzaba Health Post,mcv1,0.0,0.0,1.0
ccrNBlt9SVb,Ambober Wuzaba Health Post,rota2,0.0,0.0,1.0
ccrNBlt9SVb,Ambober Wuzaba Health Post,full_vacc,0.0,0.0,1.0
d5FfQgxJaME,Tsitsika Health Center,bcg,1.0,1.0,1.0
d5FfQgxJaME,Tsitsika Health Center,ipv,2.0,1.0,1.0
d5FfQgxJaME,Tsitsika Health Center,penta1,1.0,1.0,1.0
d5FfQgxJaME,Tsitsika Health Center,penta3,2.0,1.0,1.0
d5FfQgxJaME,Tsitsika Health Center,rota2,0.0,0.0,1.0
erfWUrvs0gR,Antomechla Health Post,bcg,2.0,1.0,1.0
erfWUrvs0gR,Antomechla Health Post,ipv,2.0,1.0,1.0
erfWUrvs0gR,Antomechla Health Post,penta1,2.0,1.0,1.0
erfWUrvs0gR,Antomechla Health Post,penta3,2.0,1.0,1.0
erfWUrvs0gR,Antomechla Health Post,mcv1,2.0,1.0,1.0
erfWUrvs0gR,Antomechla Health Post,rota2,2.0,1.0,1.0
erfWUrvs0gR,Antomechla Health Post,full_vacc,2.0,1.0,1.0
VxI6EgV4qIw,Gazo belay Health Center,ipv,0.0,0.0,1.0
VxI6EgV4qIw,Gazo belay Health Center,penta1,0.0,0.0,1.0
VxI6EgV4qIw,Gazo belay Health Center,penta3,0.0,0.0,1.0
VxI6EgV4qIw,Gazo belay Health Center,rota2,0.0,0.0,1.0
cNULCslyVmc,Zihibest Health Center,bcg,0.0,0.0,1.0
fW11QoBvdq3,Sekoro Health Center,bcg,1.0,0.0,1.0
fW11QoBvdq3,Sekoro Health Center,ipv,1.0,1.0,1.0
fW11QoBvdq3,Sekoro Health Center,penta1,0.0,1.0,1.0
fW11QoBvdq3,Sekoro Health Center,penta3,1.0,1.0,1.0
fW11QoBvdq3,Sekoro Health Center,rota2,0.0,0.0,1.0
xI596jhXCZr,Angote Health Center,ipv,0.0,0.0,1.0
xI596jhXCZr,Angote Health Center,penta3,0.0,0.0,1.0
X08UAq3Npwt,Agona Health Center,penta1,1.0,1.0,1.0
GfupvArsgzQ,Kibeb Health Post,ipv,0.0,0.0,1.0
GfupvArsgzQ,Kibeb Health Post,penta1,0.0,1.0,1.0
GfupvArsgzQ,Kibeb Health Post,penta3,0.0,0.0,1.0
GfupvArsgzQ,Kibeb Health Post,mcv1,0.0,0.0,1.0
GfupvArsgzQ,Kibeb Health Post,rota2,0.0,0.0,1.0
GfupvArsgzQ,Kibeb Health Post,full_vacc,0.0,0.0,1.0
pIYLhIGQoK9,Godiguadit Health Post,bcg,1.0,1.0,1.0
pIYLhIGQoK9,Godiguadit Health Post,ipv,1.0,1.0,1.0
pIYLhIGQoK9,Godiguadit Health Post,penta1,1.0,1.0,1.0
pIYLhIGQoK9,Godiguadit Health Post,penta3,1.0,1.0,1.0
pIYLhIGQoK9,Godiguadit Health Post,mcv1,1.0,1.0,1.0
pIYLhIGQoK9,Godiguadit Health Post,rota2,1.0,1.0,1.0
pIYLhIGQoK9,Godiguadit Health Post,full_vacc,1.0,1.0,1.0
toCQAOn9LN5,Abekat Health Post,ipv,0.0,0.0,1.0
toCQAOn9LN5,Abekat Health Post,penta1,0.0,0.0,1.0
toCQAOn9LN5,Abekat Health Post,penta3,0.0,0.0,1.0
toCQAOn9LN5,Abekat Health Post,mcv1,1.0,1.0,1.0
toCQAOn9LN5,Abekat Health Post,rota2,0.0,0.0,1.0
toCQAOn9LN5,Abekat Health Post,full_vacc,0.0,0.0,1.0
OOF0A2JwcUJ,Debark Health Center,ipv,0.0,0.0,1.0
OOF0A2JwcUJ,Debark Health Center,penta3,0.0,0.0,1.0
OOF0A2JwcUJ,Debark Health Center,mcv1,1.0,1.0,1.0
OOF0A2JwcUJ,Debark Health Center,rota2,1.0,0.0,1.0
OOF0A2JwcUJ,Debark Health Center,full_vacc,1.0,1.0,1.0
ee7I0uae0ZC,Segno Gebiya Healthe Post Health Post,bcg,0.0,0.0,1.0
ee7I0uae0ZC,Segno Gebiya Healthe Post Health Post,ipv,0.0,0.0,1.0
ee7I0uae0ZC,Segno Gebiya Healthe Post Health Post,penta1,0.0,0.0,1.0
ee7I0uae0ZC,Segno Gebiya Healthe Post Health Post,penta3,0.0,0.0,1.0
ee7I0uae0ZC,Segno Gebiya Healthe Post Health Post,mcv1,0.0,0.0,1.0
ee7I0uae0ZC,Segno Gebiya Healthe Post Health Post,rota2,0.0,0.0,1.0
ee7I0uae0ZC,Segno Gebiya Healthe Post Health Post,full_vacc,0.0,0.0,1.0
GGqyO7bBqLf,Alehuat Health Post,bcg,1.0,1.0,1.0
GGqyO7bBqLf,Alehuat Health Post,ipv,1.0,1.0,1.0
GGqyO7bBqLf,Alehuat Health Post,penta1,1.0,1.0,1.0
GGqyO7bBqLf,Alehuat Health Post,penta3,1.0,1.0,1.0
GGqyO7bBqLf,Alehuat Health Post,mcv1,0.0,1.0,1.0
GGqyO7bBqLf,Alehuat Health Post,rota2,1.0,1.0,1.0
GGqyO7bBqLf,Alehuat Health Post,full_vacc,0.0,1.0,1.0
Wa5b8xVDZFg,Lamdingay Health Post,ipv,1.0,1.0,1.0
Wa5b8xVDZFg,Lamdingay Health Post,penta1,1.0,1.0,1.0
Wa5b8xVDZFg,Lamdingay Health Post,penta3,1.0,1.0,1.0
Wa5b8xVDZFg,Lamdingay Health Post,mcv1,2.0,1.0,1.0
Wa5b8xVDZFg,Lamdingay Health Post,rota2,1.0,1.0,1.0
Wa5b8xVDZFg,Lamdingay Health Post,full_vacc,1.0,1.0,1.0
uJUkfz5EoU9,Debre Birhan Health Post,bcg,2.0,1.0,1.0
uJUkfz5EoU9,Debre Birhan Health Post,ipv,1.0,1.0,1.0
uJUkfz5EoU9,Debre Birhan Health Post,penta1,1.0,1.0,1.0
uJUkfz5EoU9,Debre Birhan Health Post,penta3,2.0,1.0,1.0
uJUkfz5EoU9,Debre Birhan Health Post,mcv1,1.0,1.0,2.0
uJUkfz5EoU9,Debre Birhan Health Post,rota2,2.0,1.0,1.0
uJUkfz5EoU9,Debre Birhan Health Post,full_vacc,1.0,1.0,2.0
Dj3WLCljrzA,Bohboh Health Post,bcg,4.0,1.0,1.0
Dj3WLCljrzA,Bohboh Health Post,ipv,6.0,1.0,1.0
Dj3WLCljrzA,Bohboh Health Post,penta1,5.0,1.0,1.0
Dj3WLCljrzA,Bohboh Health Post,penta3,6.0,1.0,1.0
Dj3WLCljrzA,Bohboh Health Post,mcv1,5.0,1.0,1.0
Dj3WLCljrzA,Bohboh Health Post,rota2,5.0,1.0,1.0
Dj3WLCljrzA,Bohboh Health Post,full_vacc,5.0,1.0,1.0
nZQUjzgzErv,Gomer Health Post,bcg,0.0,0.0,1.0
nZQUjzgzErv,Gomer Health Post,ipv,0.0,0.0,1.0
nZQUjzgzErv,Gomer Health Post,penta3,0.0,0.0,1.0
WzDmlsapVNa,Rubaria Health Post,bcg,0.0,0.0,1.0
WzDmlsapVNa,Rubaria Health Post,penta1,0.0,0.0,1.0
WzDmlsapVNa,Rubaria Health Post,penta3,0.0,0.0,1.0
WzDmlsapVNa,Rubaria Health Post,mcv1,1.0,0.0,1.0
WzDmlsapVNa,Rubaria Health Post,rota2,0.0,0.0,1.0
WzDmlsapVNa,Rubaria Health Post,full_vacc,1.0,0.0,1.0
hpK30tI2gtl,Shashige Health Post,ipv,0.0,0.0,1.0
hpK30tI2gtl,Shashige Health Post,mcv1,1.0,1.0,1.0
hpK30tI2gtl,Shashige Health Post,full_vacc,1.0,1.0,1.0
ByQIgPL2Fgs,Silasie Health Post,bcg,1.0,1.0,1.0
ByQIgPL2Fgs,Silasie Health Post,penta1,0.0,1.0,1.0
ByQIgPL2Fgs,Silasie Health Post,mcv1,1.0,1.0,1.0
ByQIgPL2Fgs,Silasie Health Post,rota2,0.0,1.0,1.0
ByQIgPL2Fgs,Silasie Health Post,full_vacc,1.0,1.0,1.0
ExR4UBtVk3r,Yibab Health Post,bcg,0.0,0.0,1.0
ExR4UBtVk3r,Yibab Health Post,ipv,0.0,0.0,1.0
ExR4UBtVk3r,Yibab Health Post,penta1,0.0,0.0,1.0
quhzOWsS9tF,Shanbla Health Post,bcg,2.0,0.0,0.0
quhzOWsS9tF,Shanbla Health Post,rota2,0.0,0.0,1.0
PEFOdN239KQ,Beke Health Post,bcg,0.0,1.0,1.0
PEFOdN239KQ,Beke Health Post,ipv,0.0,0.0,1.0
PEFOdN239KQ,Beke Health Post,penta1,1.0,1.0,1.0
PEFOdN239KQ,Beke Health Post,penta3,0.0,0.0,1.0
PEFOdN239KQ,Beke Health Post,mcv1,1.0,1.0,1.0
PEFOdN239KQ,Beke Health Post,rota2,0.0,0.0,1.0
PEFOdN239KQ,Beke Health Post,full_vacc,1.0,1.0,1.0
iZVSO9FbKRs,Komezemie Health Post,bcg,0.0,0.0,1.0
iZVSO9FbKRs,Komezemie Health Post,penta1,0.0,1.0,1.0
iZVSO9FbKRs,Komezemie Health Post,mcv1,0.0,0.0,1.0
iZVSO9FbKRs,Komezemie Health Post,full_vacc,0.0,0.0,1.0
vKkypOdxzP3,Shoga Health Post,bcg,1.0,1.0,1.0
vKkypOdxzP3,Shoga Health Post,ipv,1.0,1.0,1.0
vKkypOdxzP3,Shoga Health Post,penta1,3.0,1.0,1.0
vKkypOdxzP3,Shoga Health Post,penta3,1.0,1.0,1.0
vKkypOdxzP3,Shoga Health Post,mcv1,2.0,1.0,1.0
vKkypOdxzP3,Shoga Health Post,full_vacc,2.0,0.0,1.0
wLu9Yu6uTrI,Enzigosh Health Post,penta1,0.0,0.0,1.0
xKrqj5thYpF,Ambaye Health Post,bcg,1.0,0.0,1.0
xKrqj5thYpF,Ambaye Health Post,ipv,1.0,1.0,1.0
xKrqj5thYpF,Ambaye Health Post,penta1,1.0,1.0,1.0
xKrqj5thYpF,Ambaye Health Post,penta3,1.0,1.0,1.0
xKrqj5thYpF,Ambaye Health Post,mcv1,0.0,0.0,1.0
xKrqj5thYpF,Ambaye Health Post,rota2,1.0,1.0,1.0
xKrqj5thYpF,Ambaye Health Post,full_vacc,0.0,0.0,1.0
YTWIYxKXEus,Arbaytitu Health Post,ipv,0.0,0.0,1.0
YTWIYxKXEus,Arbaytitu Health Post,penta3,0.0,0.0,1.0
YTWIYxKXEus,Arbaytitu Health Post,mcv1,0.0,1.0,1.0
YTWIYxKXEus,Arbaytitu Health Post,rota2,1.0,1.0,1.0
YTWIYxKXEus,Arbaytitu Health Post,full_vacc,0.0,1.0,1.0
QNDHd46datX,Narchecha Health Post,penta1,0.0,0.0,1.0
QNDHd46datX,Narchecha Health Post,mcv1,0.0,1.0,1.0
QNDHd46datX,Narchecha Health Post,rota2,0.0,0.0,1.0
QNDHd46datX,Narchecha Health Post,full_vacc,0.0,1.0,1.0
Ag75aK55X1w,Biderkun Health Post,ipv,0.0,0.0,1.0
Ag75aK55X1w,Biderkun Health Post,penta1,0.0,1.0,1.0
Ag75aK55X1w,Biderkun Health Post,penta3,0.0,0.0,1.0
Ag75aK55X1w,Biderkun Health Post,mcv1,1.0,1.0,1.0
Ag75aK55X1w,Biderkun Health Post,rota2,0.0,1.0,2.0
Ag75aK55X1w,Biderkun Health Post,full_vacc,1.0,1.0,1.0
t5n9g9RlGLI,Masero Health Center,ipv,0.0,0.0,1.0
t5n9g9RlGLI,Masero Health Center,penta1,1.0,1.0,1.0
t5n9g9RlGLI,Masero Health Center,penta3,0.0,0.0,1.0
t5n9g9RlGLI,Masero Health Center,rota2,0.0,0.0,1.0
Td5SfKynnaA,Masodengola Health Post,bcg,1.0,1.0,1.0
Td5SfKynnaA,Masodengola Health Post,penta1,1.0,1.0,1.0
Td5SfKynnaA,Masodengola Health Post,penta3,1.0,1.0,1.0
Td5SfKynnaA,Masodengola Health Post,mcv1,1.0,1.0,1.0
Td5SfKynnaA,Masodengola Health Post,rota2,1.0,1.0,1.0
Td5SfKynnaA,Masodengola Health Post,full_vacc,0.0,1.0,1.0
pm1XHwOumbz,Deretema Health Post,bcg,0.0,0.0,1.0
pm1XHwOumbz,Deretema Health Post,ipv,0.0,0.0,1.0
pm1XHwOumbz,Deretema Health Post,penta1,0.0,0.0,1.0
pm1XHwOumbz,Deretema Health Post,penta3,0.0,0.0,1.0
pm1XHwOumbz,Deretema Health Post,mcv1,1.0,1.0,1.0
pm1XHwOumbz,Deretema Health Post,rota2,1.0,0.0,1.0
pm1XHwOumbz,Deretema Health Post,full_vacc,1.0,1.0,1.0
AMYxipnAJvj,Kuy Health Center,bcg,1.0,1.0,1.0
AMYxipnAJvj,Kuy Health Center,ipv,1.0,1.0,1.0
AMYxipnAJvj,Kuy Health Center,penta3,1.0,1.0,1.0
SJaIB1uMKf5,Ginaza Kuter1 health post,bcg,3.0,1.0,1.0
SJaIB1uMKf5,Ginaza Kuter1 health post,ipv,1.0,1.0,1.0
SJaIB1uMKf5,Ginaza Kuter1 health post,penta1,1.0,1.0,1.0
SJaIB1uMKf5,Ginaza Kuter1 health post,penta3,1.0,1.0,1.0
SJaIB1uMKf5,Ginaza Kuter1 health post,mcv1,1.0,1.0,1.0
SJaIB1uMKf5,Ginaza Kuter1 health post,rota2,1.0,1.0,1.0
SJaIB1uMKf5,Ginaza Kuter1 health post,full_vacc,1.0,1.0,1.0
jO0zkxumE1J,Deba Health Post,mcv1,0.0,1.0,1.0
jO0zkxumE1J,Deba Health Post,full_vacc,0.0,1.0,1.0
PajopFyLSP5,Gello Health Post,bcg,1.0,1.0,1.0
PajopFyLSP5,Gello Health Post,ipv,1.0,1.0,1.0
PajopFyLSP5,Gello Health Post,penta1,1.0,1.0,1.0
PajopFyLSP5,Gello Health Post,penta3,1.0,1.0,1.0
PajopFyLSP5,Gello Health Post,mcv1,0.0,1.0,1.0
PajopFyLSP5,Gello Health Post,full_vacc,0.0,1.0,1.0
yKw3WbaslFy,Asqit Health Post,bcg,1.0,1.0,1.0
yKw3WbaslFy,Asqit Health Post,penta1,0.0,1.0,1.0
