hf_id,hf_name,hf_type,ownership,level,region,zone,woreda,phcu
OuTcIMTP5jE,Gobezie Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,
WvKYB257XZ3,Metaya Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Meteya PHCU
OF488BLvPWV,Arara Gyorgis Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Meteya PHCU
k1N4Fl5IddE,Arara Kidan Mhret Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Meteya PHCU
m6mui2aNBM3,Gol Wekuma Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Meteya PHCU
Yr76EHK5h5x,Metaya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Meteya PHCU
D5o6nYxgojT,Sheferie Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Sheferie PHCU
vr4KRccHdPI,Diateba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Sheferie PHCU
TxWwbt291ml,Enemi debrezeyit Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Sheferie PHCU
uSiq8MrcSYv,Tamo dwaro Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Sheferie PHCU
PkK3pSy5oTR,Titar Badima Yizar Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Sheferie PHCU
Ju6bp6MhsVI,Yedit Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Sheferie PHCU
rxQZzhNOKMN,Yegossa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Sheferie PHCU
G1ycZyCNzZJ,Sira Hiwot Getnet Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,
bEG40Jw7lSm,Tenguma Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Tenguma PHCU
W2xWr2r3Eaz,Busht Qogna Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Tenguma PHCU
uq1aqzsiC1i,Enarjj Sima Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Tenguma PHCU
jJKT1D2sHZN,Tenguma Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Tenguma PHCU
cyLcmnGT4oL,Tilahun Anlay Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,
QrIn3Nl3TOo,Wofit Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Wofit PHCU
zcqWhiOtgSk,Kosozira Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Wofit PHCU
KvdgVYf9DGu,kuami Cherk Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Wofit PHCU
e33xqGvGmwF,Wefit Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,Wofit PHCU
yZmX9EzBnhE,Yilekal Anmaw Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enarge Enawga WorHO,
IOu8Yhosybz,Ayesheshum medium clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,
E1P61Y93RGK,Banetamelak medium clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,
iooO9rcOdjf,Birlew,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,
aNIm04WyA2D,Debbo Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Debbo PHCU
md41VgZovfV,Dibbo 011 Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Debbo PHCU
Q5m6Yt3QCzz,Dibitenaye 024 Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Debbo PHCU
QoCR8AwjI58,Enebrie 015 Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Debbo PHCU
s2gClISYvPl,Werebegna 023 Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Debbo PHCU
CgM2jmQm4lf,Yeguch 014 Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Debbo PHCU
O1VI35Um323,Debere Medhanet Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Debere Medhanet PHCU
xM7zAybcT23,Debremedhanit Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Debere Medhanet PHCU
pWKULEx5Avq,Wereya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Debere Medhanet PHCU
kQoE2hwLpbu,Zobar Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Debere Medhanet PHCU
qLg8d0fYftw,Ezana Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Ezana PHCU
zjw7qfzn1p6,Ezana Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Ezana PHCU
iHK0CteBTbf,Geses Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Ezana PHCU
RL83kiRZT5d,Gureb Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Ezana PHCU
tByn7LNu8yp,kener Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Ezana PHCU
fWQ8Oe2VUGK,yimach Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Ezana PHCU
wyz9DdnzfWJ,Gunaguna Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Gunaguna PHCU
kIpDgISRmxu,Doma health post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Gunaguna PHCU
ATnPcwdmTz1,Gunaguna Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Gunaguna PHCU
rygaja7A24v,Zimbitit Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Gunaguna PHCU
fpuPm6eVPOz,Kidusgebrial,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,
xvK5q4wyndV,Melekam  medium clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,
S5YaItsbSul,Melkamu  medium clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,
DKwP2iX8k7Q,Mertule Mariam Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Mertule Mariam PHCU
HYgRIFWsgqe,Ansa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Mertule Mariam PHCU
INLqvVvElDl,Bakelaye Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Mertule Mariam PHCU
ZlSpzm6d3h9,Debir Gomt Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Mertule Mariam PHCU
gIIxNaDdv5a,Deriji Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Mertule Mariam PHCU
gwgU9IeJOED,Kendach Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Mertule Mariam PHCU
Gdp50iZyADv,Zewotir Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Mertule Mariam PHCU
LblJfkG5Ruo,Saremeder Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Saremeder PHCU
w8vNmgP9zQD,Ber Lay Korsh Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Saremeder PHCU
QnJhGMUUYH0,Denbeza Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Saremeder PHCU
DfFCvhqKq0B,Yetefet Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Saremeder PHCU
F2jTVklZKSe,yimazeta Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Saremeder PHCU
vitPZaSmERl,Tena medium clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,
SOLB5fU6Nwj,Tenta Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Tenta PHCU
c7ZSSvr8C9f,Enejerer Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Tenta PHCU
vGc3xFYC0dx,Enesa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Tenta PHCU
wSZAOg18lCK,Tenta Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Tenta PHCU
QEoVICt25Gl,Yibsana Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Yibsana_PHCU
o4mE1ydSb7r,Eneguzi Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Yibsana_PHCU
iYPsZVO1Bzm,Lay Mikael Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Yibsana_PHCU
kAkwJ0WpniU,Sheguat Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Yibsana_PHCU
df0gBRGL0ak,Yibsana Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enebse Sar Midir WorHO,Yibsana_PHCU
cTjadRbD0Ue,Adugna  Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,
WjuUNxHj1LF,Anteneh Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,
lftVyeXKwpw,Bichena Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Bichena PHCU
BMgb5Btkgii,Banga Sherer Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Bichena PHCU
gz3ib1Ven0i,Bchena Debir Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Bichena PHCU
mdXnHgV1DDm,Densa Enekora Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Bichena PHCU
pc9eHrQFNMJ,Ende Shignit Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Bichena PHCU
K2pFQZiIrKK,Mankorrkoria Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Bichena PHCU
HG6PO0Fah4W,Dimma Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Dimma PHCU
FDe2csRwymE,Betemeskel Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Dimma PHCU
IO0zGptSeFx,Debretsimona Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Dimma PHCU
vOfIkODmpP9,Dimma Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Dimma PHCU
u5hCxjnUCJC,Gachemuam Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Gachemuam PHCU
W1ZOZqvbSQr,Edeget bandent health post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Gachemuam PHCU
i0DFCmzwsg7,Mahiber Selam Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Gachemuam PHCU
gkrEVEKTDp1,yetineb Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Gachemuam PHCU
HQQ7MVROfRi,Gebeyehu Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,
WJxz3HZG98J,Kidisge Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Kidisge PHCU
fwqoVJ6Km3Y,Kidisge Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Kidisge PHCU
CF1tRhWJIz3,Sekela Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Kidisge PHCU
A68R3WQlT4q,Yekegan Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Kidisge PHCU
JeFdjmhrgE4,Mekonen Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,
rV51KBbcOqO,MEZGEBU,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,
V2FlbxDvbVo,Mulugeta,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,
iGtHLOnUMtY,Prison House,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,
zyuUpHX65nz,SHBILE,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,
OvSTVs1WY3D,Shemlse  Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,
NmvrkaXdHcc,Woyra Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Woyra PHCU
HouW7FSXn79,Addisalem Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Woyra PHCU
KLEUjaDEWlz,Debregenet Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Woyra PHCU
csahf41hFUl,Gotera Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Woyra PHCU
JVoSQs4vADP,Telima Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Woyra PHCU
TEXCDWCNIWU,Weyira Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Woyra PHCU
gbuWhwYwDYU,Yekeb Hana Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yekeb Hana PHCU
EyMIK7C1ilq,Debrekidusan Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yekeb Hana PHCU
HmBPVlVAeAm,Keshemish Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yekeb Hana PHCU
xxZXeCdGXNL,Mengisto Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yekeb Hana PHCU
Tn53lh26VDA,Wondasa Kusikuam Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yekeb Hana PHCU
zBLJVrOHsDf,Yekeb Hana Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yekeb Hana PHCU
w0nOqBeNBXc,Yetmen Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yetmen PHCU
BX6HNCHX2ug,Debisa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yetmen PHCU
ANM6sfnq58s,Jenej Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yetmen PHCU
QCMzfFYYf6y,Mahiber birhan Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yetmen PHCU
VKh3BMa5gdA,Sir Eyesus Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yetmen PHCU
K8WdMhRXWqM,Zebich Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,Yetmen PHCU
t097XGZWBki,Zebiba Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Enemay WorHO,
QA5sWwaPbcn,Adissu Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
u9nNYIB89UL,Adugna Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
WHAXvuth88D,Amba Mariyam Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Amba Mariyam PHCU
rKqyjFTiOBC,Derit Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Amba Mariyam PHCU
pqVysEDsEX4,Eneget Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Amba Mariyam PHCU
rWmfe4DQTgT,Filatako Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Amba Mariyam PHCU
SpSi88zTD7C,Kosoye Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Amba Mariyam PHCU
ppOqKNrLceu,Yekuraarasma 1 Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Amba Mariyam PHCU
xI596jhXCZr,Angote Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Angote PHCU
sUt7jfmcXP9,Agazenmeda Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Angote PHCU
iLFBjsqW3Rw,Angot Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Angote PHCU
GYkZZW3Jk6b,Goshera Dikuat Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Angote PHCU
F3H6H54SlcI,Nibazla Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Angote PHCU
vlERGOnKoi0,Awuja Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Awuja PHCU
uJUkfz5EoU9,Debre Birhan Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Awuja PHCU
iEanfOrZ4Bg,Debre Genet Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Awuja PHCU
TzD2aya7mOO,Selam Abebe Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Awuja PHCU
g8pyqbR2llE,Tej Bahir Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Awuja PHCU
tISkbvqNzfO,Ayenew Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
v6g67V7elrx,Belachew Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
SvabA34cysW,Chemo Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Chemo PHCU
s7djBc9J6ZU,Debre Birhan Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Chemo PHCU
zHxZlsEXqER,Debre Yakob Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Chemo PHCU
sB1DGb2gI6n,Embawech Kuskuam Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Chemo PHCU
UjHs8PjMzRi,Eneba Arbatunsa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Chemo PHCU
qwdMqQBYwhx,Eneba Gundeb Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Chemo PHCU
GUxavMxir0Q,Gomt Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Chemo PHCU
lW7MEL3ckpH,Tora Meda Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Chemo PHCU
rCACWHgZzFk,Desita Getaye Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
S0DQYGDrAQ0,Desita Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
RQHfqvJJAmB,Dr Tilahun Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
VUjBbWrddND,Elyas  Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
RhnyJT6ky16,Genborie Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Genborie PHCU
bpgjYFVtxWA,Aka Bet Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Genborie PHCU
W8Aq3uciHlv,Barjano Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Genborie PHCU
zi0hLJejEVy,Meragof Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Genborie PHCU
zFrKXFu20dU,Negode Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Genborie PHCU
dBS4nEqo0FV,Tigdar Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Genborie PHCU
l0U6ZwmZ9tg,Gendowine Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Gendowine PHCU
VRXOMQZIY7O,Baza Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Gendowine PHCU
N6yCVok8DzS,Buza Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Gendowine PHCU
FaDecbQH8e9,Engela Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Gendowine PHCU
VupYgIRJEcO,Tach Mikael Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Gendowine PHCU
So27ZdgdGHm,Yebucher Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Gendowine PHCU
Ik2PrJUsDbb,Getie Semani Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Getesemani PHCU
v9thPfEbk5S,Abarwuha Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Getesemani PHCU
COpyOnDNVPv,Enesiekol Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Getesemani PHCU
wRm5Oj0lR1s,Enezeba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Getesemani PHCU
k5TrfLvgs1V,Getie Semani Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Getesemani PHCU
SvHVZRpIzWH,Habtamu Mengstie Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
yYCovUuGSKQ,Habtie Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
KVLnK0Gz9JP,Jemberu Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
rMT82SwDIu5,Solomon Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
H6wLRNpllh1,Tena Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
lgH1Uamn9Gj,Wondye Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Wondye PHCU
h2KvCbNGFiX,Enegesh Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Wondye PHCU
dPhPl72wXHg,Sara Terawoch Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Wondye PHCU
W9DqmPzsPOi,Segena Guchiba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Wondye PHCU
kThPdO2mKSr,Selamgie Ambare Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Wondye PHCU
bmIqp0j6oU5,Wondye Kuch Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,Wondye PHCU
iq70CpiR4j3,Ybeltie Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,East Gojjam ZHD,Goncha WorHO,
